개방시설명,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,소재지도로명주소,소재지지번주소,사용안내전화번호,위도,경도,데이터기준일자
화정청소년자유공간 파티룸,일+월,11:00,20:00,11:00,20:00,N,,,,,7,12.92,경기도 고양시 덕양구 화정로 지하 63,경기도 고양시 덕양구 화정동 963 지하,031-995-4310,37.63495157,126.8330469,2023-12-22
주교청소년자유공간,일+월,9:00,20:00,9:00,18:00,N,,,,,17,68.19,경기도 고양시 덕양구 마상로102번길 48,,031-995-4300,37.65964873,126.8329591,2023-12-22
고양종합운동장 주경기장,잔디휴면기(8월)+동절기(12월~2월),6:00,22:00,6:00,22:00,Y,3,(평일 주간) 700000+(휴일 주간) 2006000,1,,40000,60460,경기도 고양시 일산서구 중앙로 1601(대화동),경기도 고양시 일산서구 대화동 2320,031-929-4876,37.67642241,126.7430639,2023-12-22
고양종합운동장 보조구장,잔디휴면기(8월)+동절기(12월~3월),6:00,22:00,6:00,22:00,Y,2,(평일 주간) 200000+(휴일 주간) 300000,1,,990,19000,경기도 고양시 일산서구 중앙로 1601(대화동),경기도 고양시 일산서구 대화동 2320,031-929-4876,37.67642241,126.7430639,2023-12-22
고양종합운동장 중회의실,연중무휴,9:00,22:00,9:00,22:00,Y,3,50000,3,50000,25,112,경기도 고양시 일산서구 중앙로 1601(대화동),경기도 고양시 일산서구 대화동 2320,031-929-4868,37.67642241,126.7430639,2023-12-22
고양종합운동장 연회장,연중무휴,9:00,22:00,9:00,22:00,Y,1,60000,1,60000,50,277,경기도 고양시 일산서구 중앙로 1601(대화동),경기도 고양시 일산서구 대화동 2320,031-929-4868,37.67642241,126.7430639,2023-12-22
성저파크골프장,화+동절기(12월~3월),9:00,17:00,9:00,17:00,Y,2,3300,2,3300,100,27047,경기도 고양시 일산서구 중앙로 1601(대화동),경기도 고양시 일산서구 대화동 2320,031-929-4862,37.67642241,126.7430639,2023-12-22
고양인공암벽장,화+동절기(11월~3월),14:00,22:00,10:00,18:00,Y,2,2200,2,2200,30,45632,경기도 고양시 일산서구 중앙로 1601(대화동),경기도 고양시 일산서구 대화동 2320,031-929-4862,37.67642241,126.7430639,2023-12-22
금산다락원 스포츠센터 종합생활체육실,월+공휴일,6:00,20:30,9:00,17:00,Y,,[평일] (1개월 70000 1회 10000) [토/일] (10000),,,,,충청남도 금산군 금산읍 금산로 1559,충청남도 금산군 금산읍 중도리 203-1,041-750-3486,36.11206663,127.4916388,2023-12-15
금산다락원 스포츠센터 엘리트체육실,월+공휴일,6:00,20:30,9:00,17:00,Y,,[평일] (1개월 50000 1회 5000) [토/일] (5000),,,,,충청남도 금산군 금산읍 금산로 1559,충청남도 금산군 금산읍 중도리 203-1,041-750-3486,36.11206663,127.4916388,2023-12-15
금산다락원 스포츠센터 생활체육실,월+공휴일,6:00,20:30,9:00,17:00,Y,,[평일] (1개월 50000 1회 5000) [토/일] (5000),,,,,충청남도 금산군 금산읍 금산로 1559,충청남도 금산군 금산읍 중도리 203-1,041-750-3486,36.11206663,127.4916388,2023-12-15
금산다락원 스포츠센터 유아체육실,월+공휴일,6:00,20:30,9:00,17:00,Y,,[평일] (1개월 50000 1회 5000) [토/일] (5000),,,,,충청남도 금산군 금산읍 금산로 1559,충청남도 금산군 금산읍 중도리 203-1,041-750-3486,36.11206663,127.4916388,2023-12-15
군산시청소년문화의집3층,월,9:00,21:00,10:00,19:00,Y,4,50000,,,100,,전라북도 군산시 양안로 133,전라북도 군산시 조촌동 905,063-451-7942,35.974294,126.743527,2023-12-29
군산시청소년문화의집2층,월,9:00,21:00,10:00,19:00,Y,1,20000,,,,,전라북도 군산시 양안로 133,전라북도 군산시 조촌동 905,063-451-7942,35.974294,126.743527,2023-12-29
자원봉사센터센터 2층,토+일+법정휴일,9:00,18:00,0:00,0:00,Y,4,100000,,,130,,전라북도 군산시 삼화안길 9,전라북도 군산시 문화동 899-1,063-451-1365,35.97450045,126.707423,2023-12-29
자원봉사센터센터 2층,토+일+법정휴일,9:00,18:00,0:00,0:00,Y,4,50000,,,15,,전라북도 군산시 삼화안길 9,전라북도 군산시 문화동 899-1,063-451-1365,35.97450045,126.707423,2023-12-29
자원봉사센터센터 2층,토+일+법정휴일,9:00,18:00,0:00,0:00,Y,4,50000,,,32,,전라북도 군산시 삼화안길 9,전라북도 군산시 문화동 899-1,063-451-1365,35.97450045,126.707423,2023-12-29
군산시평생학습관본관,토+일,9:00,18:00,0:00,0:00,N,,,,,10,,전라북도 군산시 황룡로 43,전라북도 군산시 미룡동 903-1,063-454-5962,35.944798,126.689929,2023-12-29
미성동주민센터본관2층,토+일,9:00,18:00,0:00,0:00,N,,,,,120,,전라북도 군산시 공항로 371,전라북도 군산시 산북동 2479-3,063-454-7836,35.95786821,126.6576242,2023-12-29
조촌동주민센터본관2층,토+일,9:00,18:00,0:00,0:00,N,,,,,30,,전라북도 군산시 조촌로 102,전라북도 군산시 조촌동 739-1,063-454-7523,35.97319964,126.7381418,2023-12-29
나운2동행정복지센터본관2층(헬스장),토+일,8:30,18:00,0:00,0:00,Y,3,21000,,,20,,전라북도 군산시 나운3길 16,전라북도 군산시 나운동 376-1,063-454-7714,35.964859,126.699609,2023-12-29
나운2동행정복지센터본관2층,토+일,9:00,16:30,0:00,0:00,Y,3,33000,,,25,,전라북도 군산시 나운3길 16,전라북도 군산시 나운동 376-1,063-454-7714,35.964859,126.699609,2023-12-29
나운2동행정복지센터본관3층,토+일,10:00,17:00,0:00,0:00,Y,3,33000,,,60,,전라북도 군산시 나운3길 16,전라북도 군산시 나운동 376-1,063-454-7714,35.964859,126.699609,2023-12-29
나운2동행정복지센터본관3층,토+일,9:00,18:00,0:00,0:00,N,,,,,35,,전라북도 군산시 나운3길 16,전라북도 군산시 나운동 376-1,063-454-7714,35.964859,126.699609,2023-12-29
경암동주민센터본관2층,토+일,9:00,18:00,0:00,0:00,N,,,,,60,,전라북도 군산시 경암3길 56(경암동),전라북도 군산시 경암동 636-37,063-454-7552,35.979468,126.729873,2023-12-29
개정면사무소본관2층,토+일,9:00,18:00,0:00,0:00,N,,,,,100,,전라북도 군산시 개정면 바르메길 42,전라북도 군산시 개정면 발산리 86-9,063-454-7194,35.958338,126.796845,2023-12-29
개정면사무소본관2층(헬스장),토+일,9:00,18:00,0:00,0:00,N,,,,,10,,전라북도 군산시 개정면 바르메길 42,전라북도 군산시 개정면 발산리 86-9,063-454-7194,35.958338,126.796845,2023-12-29
옥구읍사무소본관 3층,토+일,9:00,18:00,0:00,0:00,N,,,,,50,,전라북도 군산시 옥구읍 옥구로 6,전라북도 군산시 옥구읍 선제리 98-11,063-454-7014,35.922887,126.685392,2023-12-29
옥구읍사무소본관 2층(헬스장),토+일,9:00,18:00,0:00,0:00,Y,1,5000,,,20,,전라북도 군산시 옥구읍 옥구로 6,전라북도 군산시 옥구읍 선제리 98-11,063-454-7015,35.922887,126.685392,2023-12-29
구암동주민센터3층,토+일,9:00,18:00,0:00,0:00,N,,,,,80,,전라북도 군산시 세풍길 21(구암동),전라북도 군산시 구암동 377,063-454-7582,35.985844,126.743987,2023-12-29
구암동주민센터2층,토+일,9:00,18:00,0:00,0:00,N,,,,,20,,전라북도 군산시 세풍길 21(구암동),전라북도 군산시 구암동 377,063-454-7582,35.985844,126.743987,2023-12-29
소룡동행정복지센터본관4층,토+일,9:00,18:00,0:00,0:00,N,,,,,54,,전라북도 군산시 설림안4길 30,전라북도 군산시 소룡동 1530-7,063-454-7793,35.973799,126.683807,2023-12-29
소룡동행정복지센터본관4층,토+일,9:00,18:00,0:00,0:00,N,,,,,18,,전라북도 군산시 설림안4길 30,전라북도 군산시 소룡동 1530-7,063-454-7793,35.973799,126.683807,2023-12-29
소룡동행정복지센터본관3층,토+일,9:00,18:00,0:00,0:00,N,,,,,22,,전라북도 군산시 설림안4길 30,전라북도 군산시 소룡동 1530-7,063-454-7793,35.973799,126.683807,2023-12-29
상복공원 봉안당,연중무휴,8:30,17:30,8:30,17:30,Y,131400,"170,000",,,,,경상남도 창원시 성산구 공단로 474번길 160,경상남도 창원시 성산구 상복동 591,055-712-0935,35.191697,128.661607,2020-12-02
상복공원 화장장,"설,추석 당일",7:30,16:30,7:30,16:30,Y,,"70,000",,,,,경상남도 창원시 성산구 공단로 474번길 160,경상남도 창원시 성산구 상복동 591,055-712-0935,35.192389,128.661501,2020-12-02
상복공원 장례식장,연중무휴,0:00,0:00,0:00,0:00,Y,24,"1,800",,,,,경상남도 창원시 성산구 공단로 474번길 160,경상남도 창원시 성산구 상복동 591,055-712-0935,35.192928,128.660589,2020-12-02
진해 봉안당,연중무휴,8:30,17:30,8:30,17:30,Y,131400,"170,000",,,,,경상남도 창원시 진해구 진해대로 1426-51,경상남도 창원시 진해구 제덕동 751,055-712-0935,35.106067,128.755508,2020-12-02
마산 봉안당,연중무휴,8:30,17:30,8:30,17:30,Y,131400,"170,000",,,,,경상남도 창원시 마산합포구 진동면 공원묘원로 136-106,경상남도 창원시 마산합포구 진동면 인곡리 산198,055-712-0935,35.141534,128.522642,2020-12-02
마산 화장장,"설,추석 당일",7:30,16:30,7:30,16:30,Y,,"70,000",,,,482,경상남도 창원시 마산합포구 진동면 공원묘원로 232,경상남도 창원시 마산합포구 진동면 인곡리 47-1,055-712-0935,35.139446,128.531272,2020-12-02
JS실내테니스 광도테니스장,연중무휴,6:00,22:00,6:00,22:00,Y,1,3500,,,15,2400,,경상남도 통영시 광도면 노산리 46-38,055-650-4732,34.89425489,128.4117839,2024-01-12
노산게이트볼장,연중무휴,6:00,22:00,6:00,22:00,N,,,,,10,2000,,경상남도 통영시 광도면 노산리 481-12,055-650-4732,34.89487459,128.409403,2024-01-12
도원게이트볼장,연중무휴,6:00,22:00,6:00,22:00,N,,,,,10,300,경상남도 통영시 도산면 남해안대로 2054,경상남도 통영시 도산면 원산리933,055-650-4732,34.93365884,128.3541863,2024-01-12
미수게이트볼장,연중무휴,6:00,22:00,6:00,22:00,N,,,,,20,1000,,경상남도 통영시 미수동 247-7,055-650-4732,34.82964264,128.4099299,2024-01-12
미수체육공원 미수테니스장,연중무휴,6:00,22:00,6:00,22:00,Y,1,3500,,,10,750,,경상남도 통영시 미수동 152-1,055-650-4732,34.82223829,128.4051841,2024-01-12
봉평게이트볼장,연중무휴,6:00,22:00,6:00,22:00,N,,,,,10,500,경상남도 통영시 봉수돌샘길 43-5,경상남도 통영시 봉평동 253,055-650-4732,34.82469549,128.416959,2024-01-12
북신게이트볼장,연중무휴,6:00,22:00,6:00,22:00,N,,,,,20,300,경상남도 통영시 평인일주로 1134,경상남도 통영시 무전동 1014,055-650-4732,34.85973613,128.4195861,2024-01-12
산양게이트볼장,연중무휴,6:00,22:00,6:00,22:00,N,,,,,10,500,경상남도 통영시 산양읍 산양일주로 1625-39,경상남도 통영시 산양읍 삼덕리 592-3,055-650-4732,34.80093792,128.3852654,2024-01-12
3층 회의실,법정공휴일,9:00,21:00,10:00,18:00,Y,2,"25,000원",1,12500,20,66,서울특별시 도봉구 시루봉로 62-7,,02-2091-5586,37.6564188,127.0283688,2019-06-28
2층 회의실,법정공휴일,9:00,21:00,9:00,17:00,Y,2,"25,000원",1,12500,25,85.72,서울특별시 도봉구 방학로2길 27,,02-2091-5604,37.6641869,127.0406367,2019-06-28
강당,법정공휴일,9:00,21:00,9:00,17:00,Y,2,"25,000원",1,12500,30,169.58,서울특별시 도봉구 방학로2길 27,,02-2091-5604,37.6641869,127.0406367,2019-06-28
마을아뜰리에 뜻아트,법정공휴일,16:00,21:00,0:00,0:00,Y,2,"15,000원",1,7500,15,50,서울특별시 도봉구 방학로6길20-9,,02-2091-5604,37.6642708,127.0374371,2019-06-28
2층 교양강좌실,법정공휴일,9:00,21:00,10:00,18:00,Y,2,"5,000원",1,2500,20,63,서울특별시 도봉구 시루봉로 226,,02-2091-5629,37.668177,127.0350425,2019-06-28
강의실,법정공휴일,9:00,21:00,10:00,18:00,Y,2,"15,000원",1,7500,50,144,서울특별시 도봉구 시루봉로 94,,02-2091-5669,37.6591413,127.0279921,2019-06-28
지하1층  문화교실,법정공휴일,9:00,21:00,10:00,18:00,Y,2,"8,000원",1,4000,15,64,서울특별시 도봉구 시루봉로 94,,02-2091-5669,37.6591413,127.0279921,2019-06-28
2층 회의실,법정공휴일,9:00,21:00,9:00,17:00,Y,2,"10,000원",1,5000,15,37,서울특별시 도봉구 해등로4길 3,,02-2091-5678,37.6485286,127.0440451,2019-06-28
대강강,법정공휴일,9:00,21:00,9:00,17:00,Y,2,"20,000원",1,10000,300,726,서울특별시 도봉구 덕릉로59길 73-3,,02-2091-5704,37.6413898,127.0356396,2019-06-28
강의실1,매주 화요일/법정공휴일,9:00,18:00,9:00,17:00,Y,3,"30,000원",,,30,62,서울특별시 도봉구 덕릉로 315,,02-900-1835,37.6445808,127.0438827,2019-06-28
강의실2,매주 화요일/법정공휴일,9:00,18:00,9:00,17:00,Y,3,"30,000원",,,40,64.84,서울특별시 도봉구 덕릉로 315,,02-900-1835,37.6445808,127.0438827,2019-06-28
대강의실,매주화요일/법정공휴일,9:00,18:00,9:00,17:00,Y,3,"50,000원",,,60,119,서울특별시 도봉구 덕릉로 315,,02-900-1835,37.6445808,127.0438827,2019-06-28
회의실,"1,3주 일요일 및 법정공휴일",9:00,22:00,9:00,22:00,Y,3,"30,000원",0.5,6000,150,311.38,서울특별시 도봉구 도봉로 552,,02-901-5160,37.6540005,127.0386044,2019-06-28
다목적실,법정공휴일,10:00,19:00,10:00,18:00,Y,2,0,0,0,20,94,서울특별시 도봉구 시루봉로17길 42,,02-3491-0500,37.6692804,127.032581,2019-06-28
청소년휴카페 아토(카페),법정공휴일,10:00,19:00,10:00,18:00,Y,2,0,0,0,15,57,서울특별시 도봉구 시루봉로17길 42,,02-3491-0500,37.6692804,127.032581,2019-06-28
청소년휴카페 아토(공연장),법정공휴일,10:00,19:00,10:00,18:00,Y,2,0,0,0,30,102,서울특별시 도봉구 시루봉로17길 42,,02-3491-0500,37.6692804,127.032581,2019-06-28
회의실,법정공휴일,10:00,19:00,10:00,18:00,Y,2,0,0,0,12,40,서울특별시 도봉구 시루봉로17길 42,,02-3491-0500,37.6692804,127.032581,2019-06-28
강당,법정공휴일,10:00,20:00,10:00,18:00,Y,2,0,0,0,70,115,서울특별시 도봉구 시루봉로17길 42,,02-3491-0500,37.6692804,127.032581,2019-06-28
반딧불이,법정공휴일,10:00,19:00,10:00,18:00,Y,2,0,0,0,10,35,서울특별시 도봉구 시루봉로17길 42,,02-3491-0500,37.6692804,127.032581,2019-06-28
아이사랑방,법정공휴일,10:00,19:00,10:00,18:00,Y,2,0,0,0,12,58,서울특별시 도봉구 시루봉로17길 42,,02-3491-0500,37.6692804,127.032581,2019-06-28
은행나루 채움,법정공휴일,9:00,21:00,10:00,18:00,Y,2,"10,000원",1,5000,30,46.2,서울특별시 도봉구 시루봉로 94,,02-2091-5669,37.6591413,127.0279921,2019-06-28
노인종합문화회관 대강당,일,9:00,18:00,9:00,18:00,Y,1,20000원,1,24000,400,597,인천광역시 남동구 용천로205번길 21,인천광역시 남동구 간석동 55-1,032-456-2600,37.46838242,126.7129366,2023-12-21
송도 달빛공원 다목적구장,월,8:00,18:00,8:00,18:00,Y,2,(평일)30000원+(주말)50000원,,,22,96502,인천광역시 연수구 아트센터대로97번길 76,인천광역시 연수구 송도동 18-10,032-456-2860,37.39700013,126.645892,2023-12-21
송도 달빛공원 리틀야구장,연중무휴,8:00,20:00,8:00,20:00,Y,3,(평일)50000원+(주말)80000원,,,20,7570,인천광역시 연수구 아트센터대로97번길 76,인천광역시 연수구 송도동 18-10,032-456-2860,37.39700013,126.645892,2023-12-21
송도 달빛공원 달빛풋살장,월,8:00,22:00,8:00,22:00,Y,2,(평일)15000원+(주말)25000원,,,22,46272,인천광역시 연수구 아트센터대로97번길 76,인천광역시 연수구 송도동 18-10,032-456-2860,37.39700013,126.645892,2023-12-21
송도 달빛공원 인천송도파크골프장,월+동절기(1~3월),9:00,18:00,9:00,18:00,Y,2,2200원,,,76,28000,인천광역시 연수구 아트센터대로97번길 76,인천광역시 연수구 송도동 18-10,032-456-2860,37.39700013,126.645892,2023-12-21
송도 달빛축제공원 실내농구장,월,8:00,22:00,8:00,22:00,Y,2,(평일)32000원+(주말)40000원,,,20,2815,인천광역시 연수구 센트럴로 350,인천광역시 연수구 송도동 26-1,032-456-2860,37.40785375,126.6325097,2023-12-21
송도 달빛축제공원 실내 배드민턴장,월,8:00,22:00,8:00,22:00,Y,2,(평일)8000원+(주말)10000원,,,16,134614,인천광역시 연수구 센트럴로 350,인천광역시 연수구 송도동 26-1,032-456-2860,37.40785375,126.6325097,2023-12-21
송도 달빛축제공원 실내 테니스장,월,8:00,22:00,8:00,22:00,Y,2,(평일)40000원+(주말)50000원,,,8,11242,인천광역시 연수구 센트럴로 350,인천광역시 연수구 송도동 26-1,032-456-2860,37.40785375,126.6325097,2023-12-21
송도 새아침공원 새아침테니스장,연중무휴,6:00,22:00,6:00,22:00,Y,2,5000원,,,16,,인천광역시 연수구 신송로118번길 35,인천광역시 연수구 송도동 2-1,032-456-2860,37.39613488,126.6561184,2023-12-21
송도 해돋이공원 배드민턴장,연중무휴,9:00,18:00,9:00,18:00,N,2,,,,8,134612,인천광역시 연수구 해돋이로 51,인천광역시 연수구 송도동 5-1,032-456-2860,37.3885078,126.6547078,2023-12-21
을숙도 리틀야구장,월,8:00,17:00,8:00,17:00,Y,,,,,,,,부산광역시 사하구 하단동 1149-12 (을숙도 상단부),051-220-4838,35.10991075,128.9466511,2023-12-18
강서구 화곡본동주민센터 2층 다목적실,토+일+ 공휴일,18:00,21:00,0:00,0:00,Y,2,30000,1,15000,50,120,서울특별시 강서구 초록마을로5길 29,,02-2600-7454,37.5440365,126.8476554,2024-02-22
강서구 화곡1동주민센터 2층 다목적실,일+공휴일,9:00,21:00,9:00,13:00,Y,2,20000,0.5,5000,40,121,서울특별시 강서구 곰달래로 79,,02-2600-7493,37.53050858,126.8415883,2024-02-22
동부스포츠센터 수영장,둘째 주 금+넷째 주 금,6:00,22:00,9:00,18:00,Y,,,,,,,경상남도 김해시 신어산길 44,경상남도 김해시 삼방동 840-2,055-336-9318,35.25635391,128.9073731,2022-10-18
동부스포츠센터 헬스장,둘째 주 금+넷째 주 금,6:00,22:00,10:00,18:00,Y,,,,,,,경상남도 김해시 신어산길 44,경상남도 김해시 삼방동 840-2,055-336-9318,35.25635391,128.9073731,2022-10-18
동부스포츠센터 체육관,둘째 주 금+넷째 주 금,6:00,22:00,6:00,18:00,Y,,,,,,,경상남도 김해시 신어산길 44,경상남도 김해시 삼방동 840-2,055-336-9318,35.25635391,128.9073731,2022-10-18
김해운동장,연중무휴,9:00,22:00,9:00,22:00,N,,,,,1476,,경상남도 김해시 가야로 245,경상남도 김해시 구산동 660,055-323-7313,35.25679338,128.8773218,2022-10-18
김해체육관,연중무휴,9:00,18:00,9:00,18:00,N,,,,,15,,경상남도 김해시 가야로 245,경상남도 김해시 구산동 660,055-323-7313,35.25679338,128.8773218,2022-10-18
초당작은도서관 강의실,월+일 제외한 공휴일,10:00,18:00,10:00,18:00,N,0,,,,19,12,강원도 강릉시 연당길 116 (초당동),강원도 강릉시 초당동 232-2,033-660-4542,37.78733422,128.912194,2023-05-08
월대산작은도서관 강의실,월+일 제외한 공휴일,10:00,18:00,10:00,18:00,N,0,,,,12,4,강원도 강릉시 성덕포남로 80-21 (입암동),강원도 강릉시 입암동 58-2,033-660-4543,37.76316134,128.9182604,2023-05-08
남산작은도서관 강의실,월+일 제외한 공휴일,10:00,18:00,10:00,18:00,N,0,,,,14,12,강원도 강릉시 강변로194번길 21 (내곡동),강원도 강릉시 내곡동 123-8,033-660-3265,37.74552069,128.8911976,2023-05-08
화정1동행정복지센터회의실,토+일+법정공휴일,9:00,18:00,0:00,0:00,N,,,,,25,135,광주광역시 서구 내방로338번길11,광주광역시 서구 화정동 71-81,062-350-4395,35.1563319,126.8777353,2023-12-14
화정2동행정복지센터다목적실,토+일+법정공휴일,9:00,18:00,0:00,0:00,N,,,,,40,,광주광역시 서구 화운로 94,광주광역시 서구 화정동 1611,062-350-4404,35.1483372,126.8806458,2023-12-14
화정2동행정복지센터회의실,토+일+법정공휴일,9:00,18:00,0:00,0:00,N,,,,,50,71,광주광역시 서구 화운로 94,광주광역시 서구 화정동 1611,062-350-4404,35.1483372,126.8806458,2023-12-14
화정3동행정복지센터다목적실,토+일+법정공휴일,9:00,18:00,0:00,0:00,N,,,,,80,,광주광역시 서구 월드컵4강로68번길 21,광주광역시 서구 화정동 818-8,062-350-4423,35.143459,126.876938,2023-12-14
화정3동행정복지센터회의실,토+일+법정공휴일,9:00,18:00,0:00,0:00,N,,,,,30,170,광주광역시 서구 월드컵4강로68번길 21,광주광역시 서구 화정동 818-8,062-350-4423,35.143459,126.876938,2023-12-14
화정4동행정복지센터다목적실,토+일+법정공휴일,9:00,18:00,0:00,0:00,N,,,,,80,,광주광역시 서구 염화로83번길 3,광주광역시 서구 화정동 919-1,062-350-4444,35.1418003,126.873795,2023-12-14
화정4동행정복지센터작은도서관,토+일+법정공휴일,9:00,17:00,0:00,0:00,N,,,,,20,,광주광역시 서구 염화로83번길 3,광주광역시 서구 화정동 919-1,062-350-4444,35.1418003,126.873795,2023-12-14
간양3리(마을회관)야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,,충청남도 예산군 예산읍 간양리 511-7,041-339-8981,36.7270066,126.8577952,2023-12-21
관작리(마을회관)야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,,충청남도 예산군 예산읍 관작리 512-13,041-339-8981,36.7091853,126.8359096,2023-12-21
궁평리(마을회관)야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,,충청남도 예산군 예산읍 궁평리 203-3,041-339-8981,36.73923751,126.8543755,2023-12-21
장유스포츠센터 젤미다목적구장,연중무휴,0:00,0:00,0:00,0:00,N,,,,,,,경상남도 김해시 번화2로 72(삼문동),경상남도 김해시 삼문동 695,055-312-0445,35.19572118,128.8049459,2022-10-18
해동이국민체육센터 수영장,매주 일요일,6:00,21:00,9:00,18:00,Y,,,,,103,,경상남도 김해시 삼계로 136(삼계동),경상남도 김해시 삼계동 산 2-4,055-311-9265,35.2627407,128.8774193,2022-10-18
삼산월드체육관 주경기장,연중무휴,9:00,18:00,9:00,18:00,Y,9,체육경기: (평일)200000원+(공휴일)300000원+체육경기외: (평일)500000원+,1,20,7000,2913,인천광역시 부평구 체육관로 60,인천광역시 부평구 삼산동 458-1,032-456-2158,37.50770183,126.7375375,2023-12-21
삼산월드체육관 보조경기장,연중무휴,9:00,18:00,9:00,18:00,Y,9,체육경기: (평일)70000원+(공휴일)100000원+체육경기외: (평일)200000원+(,1,20,600,1042,인천광역시 부평구 체육관로 60,인천광역시 부평구 삼산동 458-1,032-456-2158,37.50770183,126.7375375,2023-12-21
삼산월드체육관 축구장,연중무휴,9:00,18:00,9:00,18:00,Y,2,(평일)100000원+(공휴일)140000원[조기(06:00~08:00) 사용시 50 감액,,,30,7072,인천광역시 부평구 체육관로 60,인천광역시 부평구 삼산동 458-1,032-456-2168,37.50770183,126.7375375,2023-12-21
삼산월드체육관 농구장,연중무휴,9:00,18:00,9:00,18:00,N,2,,,,10,546,인천광역시 부평구 체육관로 60,인천광역시 부평구 삼산동 458-1,032-456-2168,37.50770183,126.7375375,2023-12-21
삼산월드체육관 족구장,연중무휴,9:00,18:00,9:00,18:00,N,2,,,,12,405,인천광역시 부평구 체육관로 60,인천광역시 부평구 삼산동 458-1,032-456-2168,37.50770183,126.7375375,2023-12-21
삼산월드체육관,연중무휴,9:00,18:00,9:00,18:00,Y,2,20000,,,40,65,인천광역시 부평구 체육관로 60,인천광역시 부평구 삼산동 458-1,032-456-2158,37.50770183,126.7375375,2023-12-21
송림체육관 보조경기장,추석연휴+설연휴+근로자의날,0:00,23:59,0:00,23:59,Y,9,체육경기: (평일)130000원+(주말)200000원 / 체육경기외: (평일)300000원,1,20,372,1699,인천광역시 동구 염전로 30,인천광역시 동구 송림동 344,032-456-2200,37.48439269,126.6475851,2023-12-21
송림체육관 인천동구체력인증센터,토요일+일요일+추석연휴+설연휴+근로자의날+공휴일,9:00,18:00,0:00,0:00,N,,,,,110,331.43,인천광역시 동구 염전로 30,인천광역시 동구 송림동 344,032-456-2225,37.48439269,126.6475851,2023-12-21
사회복지회관 대강당,토+일+추석연휴+설날연휴+근로자의날,9:00,21:00,0:00,0:00,Y,1,30000원,1,6000,230,295,인천광역시 남동구 용천로 208,인천광역시 남동구 간석동 58-9,032-456-2400,37.46824528,126.7143466,2023-12-21
사회복지회관 소강당,토+일+추석연휴+설날연휴+근로자의날,9:00,21:00,0:00,0:00,Y,1,10000원,1,2000,50,121,인천광역시 남동구 용천로 208,인천광역시 남동구 간석동 58-9,032-456-2400,37.46824528,126.7143466,2023-12-21
이천시 히딩크드림필드 (시각장애인축구장),설연휴+추석연휴,9:00,18:00,9:00,18:00,Y,0,,0,,,800,경기도 이천시 경충대로2709번길 128,,031-631-7939,37.27945718,127.4275554,2024-01-23
이천시 종합운동장 보조경기장 인조잔디구장,설연휴+추석연휴,6:00,21:00,6:00,21:00,Y,2,평일30000+주말40000,1,,,15620,경기도 이천시 부발읍 중부대로 1696,,031-644-4314,37.28627697,127.4953303,2024-01-23
이천시 종합운동장 테니스장,설연휴+추석연휴,9:00,22:00,9:00,22:00,N,,,,,,1036,경기도 이천시 부발읍 중부대로 1696,,031-644-4317,37.28627697,127.4953303,2024-01-23
이천시 종합운동장 족구장,설연휴+추석연휴,9:00,21:00,9:00,21:00,N,,,,,,1036,경기도 이천시 부발읍 중부대로 1696,,031-631-7400,37.28627697,127.4953303,2024-01-23
이천시 종합운동장 인라인경기장,설연휴+추석연휴,0:00,23:59,0:00,23:59,N,,,,,,4306,경기도 이천시 부발읍 중부대로 1696,,031-631-7400,37.28627697,127.4953303,2024-01-23
이천시 종합운동장 대교눈높이배드민턴체육관,설연휴+추석연휴,8:00,22:00,9:00,18:00,Y,2,평일1000+주말2000,0,,,1482,경기도 이천시 부발읍 중부대로 1696,,031-631-6925,37.28627697,127.4953303,2024-01-23
율하체육관 다목적실,매주 일요일,10:00,21:00,0:00,0:00,Y,,,,,,,경상남도 김해시 율하2로 258,경상남도 김해시 관동동 1123-1,055-329-1039,35.17819567,128.8213399,2022-10-18
대덕1리 마을회관 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,,충청남도 예산군 신양면 대덕리 609,041-339-8562,36.59234612,126.8725604,2023-12-21
만사리 마을회관 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,,충청남도 예산군 신양면 만사리 202-3,041-339-8562,36.58292785,126.8628916,2023-12-21
신양1리 게이트볼장 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,,충청남도 예산군 신양면 신양리 553-4,041-339-8562,36.60004202,126.8684916,2023-12-21
죽천1리 마을회관 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,충청남도 예산군 신양면 죽천길 46,충청남도 예산군 신양면 죽천리 561,041-339-8562,36.598571,126.8590382,2023-12-21
신양초등학교 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,,충청남도 예산군 신양면 신양리 346-3,041-339-8562,36.60229518,126.8691805,2023-12-21
간양1리(마을회관)야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,,충청남도 예산군 예산읍 간양리 272-5,041-339-8981,36.7367273,126.8593967,2023-12-21
