FRST_REGIST_PNTTM,TURSM_URL,DIST_NM,DIST_TREE_NM,BASIC_URL,GCCT_URL,RPRSNTV_NM,FULLDIST_NM,ORGNZT_URL,DIST_CODE,DIST_CHARTR,FNANC_URL,DIST_ENNM,HP_NM,PLAN_URL,DIST_BIRD_NM,SYMBOL_URL,DIST_ADRES,HP_URL,AR_MG,POPLTN_CO,DIST_BASIC,DIST_FLOWER_NM,NEWS_URL,USE_AT,ASMBLY_URL,NRSTKR_CODE,RPRSNTV_RSPOFC,RPRSNTV_URL,DIST_MASCOT_NM
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://www.sj.go.kr/tour/main.do,경상북도 성주군,은행나무,http://www.sj.go.kr/page.do?mnu_uid=1018,https://sj.go.kr/page.do?mnu_uid=1043&srchDept=&srchColumn=bod_title&srchKwd=%EC%84%B1%EC%A3%BC%EC%82%AC%EB%9E%91%EC%83%81%ED%92%88%EA%B6%8C&searchBt=%EA%B2%80%EC%83%89,이병환,경상북도 성주군,https://sj.go.kr/page.do?mnu_uid=3663&,4784000000,"1. 성산가야와 유교문화를 간직한 선비의 고장
2. 세계의 명물 성주참외는 전국최고의 품질과 최대의 생산량을 자랑
3. 영남의 젖줄인 낙동강, 해동명산 가야산을 비롯하여 세종대왕자태실, 한개마을, 성산고분군을 잇는 생활사(生活死) 문화유산의 고장
4. 대구시에 인접하여 성장 잠재력이 풍부",http://www.sj.go.kr/page.do?mnu_uid=3456&,Seongju-gun,성주군청,https://sj.go.kr/page.do?mnu_uid=1040&,비둘기,https://sj.go.kr/page.do?mnu_uid=1014&,"(40022) 경북 성주군 성주읍 성주로 3200 
(경산리 283-1)",http://www.sj.go.kr,616.11,"42,038","성주군은 경상북도 남서부에 있으며 동쪽은 낙동강을 경계로 대구광역시 달성군과 칠곡군, 서쪽은 김천시와 경남 거창군, 남쪽은 고령군·경남 합천군·거창군, 북쪽은 김천시·칠곡군과 접하고 있다. 면적 616.15㎢, 인구 4만 616명이고 행정구역은 1읍 9면이 있다

삼한시대에는 반파국(伴跛國)이 있었던 것으로 비정(比定)되고 있으며, 성산가야(星山伽倻)의 모체가 되었을 것으로 짐작되고 있다. 성산가야는 6세기 중엽까지 신라에 복속되어 본피현이 되었고, 757년(경덕왕 16) 신안현으로 개칭되었다. 고려시대에는 940년(태조 23) 경산부로 승격되고, 1295년(충렬왕 21) 흥안도호부가 되었다가 1308년 성주목으로 승격하였으며, 1310년(충선왕 2) 다시 경산부로 강등되었다. 조선시대에는 1413년(태종 13) 성주목으로 승격되었고, 1614년(광해군 6) 고령현에 합속되었다가 1616년 신안현으로 개명되었으며 인조반정 뒤 목으로 승격되었다.. 1895년 근대적 지방행정구역의 개편에 따라 성주군으로 되어 대구부에 속하였다. 1919년 성주군민 만세시위운동이 일어났고, 1946년에는 대구 10·1폭동사건이 성주에 파급되기도 했다. 
",개나리,http://www.sj.go.kr/page.do?mnu_uid=1024,Y,http://www.sjcouncil.go.kr,1,군수,http://www.sj.go.kr/S0002/main.do,참별이
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",https://www.chilgok.go.kr/tour/main.do,경상북도 칠곡군,은행나무,https://www.chilgok.go.kr/portal/contents.do?mId=0402010000,https://www.chilgok.go.kr/portal/contents.do?mId=0707010000,김재욱,경상북도 칠곡군,https://www.chilgok.go.kr/portal/contents.do?mId=0305020000,4785000000,"1. 가산산성 및 6.25전쟁 최후의 보루인 낙동강 ,다부동 전투지가 있는 호국의 고장
2. 고속도로, 고속철도, 경부선 등 사통팔달의 교통요지
3. 영남권내륙화물기지 건설 등 물류산업 중심 도시",https://www.chilgok.go.kr/portal/contents.do?mId=0307070000,Chilgok-gun,칠곡군청,https://www.chilgok.go.kr/portal/publication/list.do?CATEGORY=5&mId=0203070000,백로,https://www.chilgok.go.kr/portal/contents.do?mId=0404030000,(39888) 경북 칠곡군 왜관읍 군청1길 80,http://www.chilgok.go.kr,450.94,"110,299","칠곡군은 경상북도 남서부에 있으며 동쪽은 군위군, 북쪽은 구미시, 서쪽은 김천시·성주군, 남쪽은 대구광역시에 접한다. 면적 451.0㎢. 인구 12만 400명이고 행정구역은 3개 읍, 5개 면으로 되어 있다.

삼국시대 신라 영토에 속하여 사동화현·대목현·팔거리현이 설치되었다가 757년(경덕왕 16)에 각각 수동현·계자현·팔리현으로 개칭되었다. 고려 초에는 수동현이 인동현으로, 계자현이 약목현으로, 팔리현이 팔거현으로 각각 바뀌었다. 조선 초 인동현에 현감을 파견하였고, 약목현은 인동현의 속현, 팔거현은 성주목의 속현으로 하였다. 1604년(선조 37) 인동현이 도호부로 승격되고 1640년(인조 18)에는 팔거현이 칠곡도호부로 승격되었다.1895년(고종 32) 갑오개혁 때 칠곡군과 인동군으로 개편되었다가 1914년 부·군·면 폐합으로 인동군이 폐지, 칠곡군으로 편입되었다. 1978년 인동면 일부가 구미시에 편입되고, 1980년 칠곡면이 읍으로 승격되었다. 1981년 칠곡읍이 대구광역시로 편입되면서 군세가 크게 약화되었으나 최근 특성화된 지역개발로 경쟁력을 높여 첨단 도․농복합형 칠곡시 승격을 앞두고 있다.
",매화,https://www.chilgok.go.kr/portal/bbs/list.do?ptIdx=111&mId=0201010000,Y,http://council.chilgok.go.kr,1,군수,https://www.chilgok.go.kr/mayor/main.do,호이
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://tour.ycg.kr/open.content/ko/,경상북도 예천군,소나무,http://www.ycg.kr/open.content/ko/organization/building.guidance/organization/,http://www.ycg.kr/open.content/ko/section/economy/love.gift/guide/,김학동,경상북도 예천군,http://www.ycg.kr/open.content/ko/open.data/open.organization/,4790000000,"1. 물 맑고 인심 좋은 충효의 고장
2. 전통적인 활(국궁)의 고장이자 세계최고의 시설과 선수를 배출한 세계양궁의 메카
3. 경상북도 북단에 위치하며 소백산과 낙동강, 내성천변의 비옥한 농토로 살기 좋은 자연환경",http://www.ycg.kr/open.content/ko/administrative/budget/display.board/,Yecheon-gun,예천군청,http://www.ycg.kr/open.content/ko/administrative/schedule/,독수리,http://www.ycg.kr/open.content/ko/organization/symbol/emblem/,(36822) 경북 예천군 예천읍 군청길 33(노상리 125-1),http://www.ycg.kr,661.48,"55,304","예천군은 경상북도 북서부에 있으며 동쪽은 안동시, 서쪽은 문경시, 남쪽은 의성군과 상주시, 북쪽은 영주시와 충청북도 단양군에 접해 있다. 면적 660.78㎢, 인구 4만 7306명이고 행정구역은 1개 읍 11개 면으로 구성되어 있다.

일찍부터 성읍국가가 형성되어 변진미리미동국이 이곳에 있었다. 이후 예천지역은 신라의 영역에 들어가 수주군 축산현이 되었고, 757년 수주군이 예천군으로 개칭 되었다. 고려시대에 보주로 개칭되고 또 안동부의 속현이되었다가, 1172년(명종 2) 이래 기양현, 지보주사 등으로 승격되었다. 축산현은 995년 용주로 개편되어 자사가 파견되었으나 곧 폐지되고, 1012년(현종 3) 용궁군으로 고쳐져 상주목에 속하였다가 1172년 감무가 파견되어 속현의 위치에서 벗어나게 되었다. 조선시대에 들어와 1416년(태종 16) 예천군으로 개칭되었으며, 용궁현은 1413년 감무를 현감으로 고쳤다. 한편 예천군은 이인좌의 난에 연루되어 1729년(영조 5) 현으로 강등되었다가 1738년 군으로 환원되어 현재에 이른다.
",목련,http://www.ycg.kr/open.content/ko/administrative/news/notice/,Y,http://www.ycgcl.kr,1,군수,http://www.ycg.kr/open.content/mayor/,효동이와 효심이
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://www.bonghwa.go.kr/open.content/tour/,경상북도 봉화군,춘양목,http://www.bonghwa.go.kr/open.content/ko/organization/department.staff/,https://www.bonghwa.go.kr/open.content/ko/welfare/industry.economy/bonghwa.love.giftcard/giftcard.info/,박현국,경상북도 봉화군,http://www.bonghwa.go.kr/open.content/ko/administration.info/organization.info/,4792000000,"1. 서울시 2배 정도의 넓은 면적과 백두대간의 산자락으로 관광 휴양자원이 풍부
2. 군 면적의 83%가 임야로 천혜의 아름다운 자연경관과 다양한 생태환경 보유
3. 역사적으로 유 ,불,선이 화합된 정향의 고장으로 문화적 역량 간직",http://www.bonghwa.go.kr/open.content/ko/news/finances.public.notice/financial.disclosure/,Bonghwa-gun,봉화군청,https://www.bonghwa.go.kr/open.content/ko/news/news/weekly.board/,산까치,http://www.bonghwa.go.kr/open.content/ko/pinetopia.bonghwa/information/symbol/,(36239) 경북 봉화군 봉화읍 봉화로 1111(내성리 537),http://www.bonghwa.go.kr,1202.03,"29,531","봉화군은 경상북도 북부에 위치하며 동쪽은 울진군, 서쪽은 영주시, 남쪽은 안동시·영양군, 북쪽은 강원도 영월군·삼척시·태백시와 닿아 있다. 면적 1201㎢. 인구 3만 4297명이고 행정구역은 1개 읍 9개 면으로 되어 있다.

이 지역은 원래 고구려의 고사마현(古斯馬縣)이었다가 후일 신라에 편입되었는데, 757년(경덕왕 16) 옥마현(玉馬縣)으로 개명되었다. 고려 초 봉화현으로 개명되었고 1018년(현종 9) 안동부의 속현이 되었다. 1413년(조선 태종 13) 현감이 임명되었고, 1457년(세조 3) 문수산 동쪽 지역을 할양받아 현세가 증강되었다. 1895년 갑오개혁으로 소지역주의가 채택되어 23부제가 실시되자 군이 되어 안동부에 속했고 다음해에 13도제의 실시에 따라 4등군으로 경상북도에 속했다., 1914년 군면통폐합에 따라 9개면으로 정리되었다. 1956년 내성면이 봉화면으로 개명된 이래 몇 차례의 행정관할구역의 조정이 있었고, 1979년 봉화면이 읍으로 승격되었다. 1983년 소천면 및 울진군 서면(西面)의 일부지역으로써 석포면(石浦面)을 창설하였다.   
",산목련,http://www.bonghwa.go.kr/open.content/ko/news/news/board/,Y,http://www.bonghwa.go.kr/open.content/council/,1,군수,https://www.bonghwa.go.kr/open.content/mayor/?hl=ko,솔봉이와 솔향이
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://www.uljin.go.kr/tour/index.uljin,경상북도 울진군,소나무,http://www.uljin.go.kr/index.uljin?menuCd=DOM_000000104004002000,http://www.uljin.go.kr/index.uljin?menuCd=DOM_000000106001008000,손병복,경상북도 울진군,http://www.uljin.go.kr/index.uljin?menuCd=DOM_000000103001007000,4793000000,"1. 예로부터 산림이 울창하고 진귀한 보배가 많은 곳이라 하여 이름 붙여진 우리 ""울진""은 대자연의 신비와 아름다움을 그대로 간직한 천혜의 관광지입니다.
2.울진은 지하 금강이라 불리는 성류굴, 국내 유일의 천연온천인 백암온천과 자연용출온천인 덕구온천이 있고, 명승 제6호인 불영사계곡, 관동팔경인 월송정과 망양정, 태백산맥 속의 구수곡자연휴양림과 통고산 자연휴양림, 수령이 520년된 금강소나무가 생장하는 소광리금강송군락지, 쪽빛으로 물들인 듯한 동해 등, 볼거리가 가득한 동해안 최대의 관광지로 온천욕과 산림욕, 해수욕을 즐길 수 있는 사계절 휴양지입니다.
",http://www.uljin.go.kr/board/list.uljin?boardId=BBS_0000058&menuCd=DOM_000000103006004000&contentsSid=97&cpath=,Uljin-gun,울진군청,http://www.uljin.go.kr/index.uljin?menuCd=DOM_000000103001009000,갈매기,http://www.uljin.go.kr/index.uljin?menuCd=DOM_000000104003002000,(36323) 경북 울진군 울진읍 울진중앙로 121 (읍내리 464),http://www.uljin.go.kr,990.04,"46,561","울진군은 경상북도 북동쪽 끝에 있으며 동쪽은 동해, 서쪽은 봉화군·영양군, 남쪽은 영덕군, 북쪽은 강원도 삼척시와 접하고 있다. 면적 988.91㎢. 인구 5만 3087명이고 행정구역은 2개 읍 8개 면 196개 리로 되어 있다.

태백산맥의 중심부에 위치한 울진군은 오래전부터 울진·평해(平海)의 두 지역으로 나뉘어 발전하였다. 울진은 원래 고구려의 우진아현이었는데 신라에 편입되어 757년 울진으로 이름이 바뀌었다. 또한 평해는 고구려때 근을어라고 불리우다가 신라때 평해현으로 개명되고 나중에 울진군과 함께 명주에 소속되었다. 고려 충렬왕 때는 울진현의 지역이 넓어 교통이 불편하다고 지금의 기성면 일대를 갈라 평해현이라고 하였다. 고려 말기에 왜구의 노략질이 심해지자 울진현성을 개축하기도 하였다. 조선시대에는 강원도 삼척도호부에 소속되었다가 1466년(세조 12) 강릉진관에 이관되었다. 1895년 갑오개혁으로 강릉부에 속하게 된 울진군·평해군은 1896년 13도제 실시에 따라 강원도에 속하였다가 1914년 일제강점기 행정개편에 따라 울진군으로 통폐합되었다. 1963년 경상북도로 편입되었고 1979년 울진면이, 1980년에는 평해면이 각각 읍으로 승격되었다.  
",매화,http://www.uljin.go.kr/board/list.uljin?boardId=BBS_NOTICE_UJ&menuCd=DOM_000000103002001000&contentsSid=68&cpath=,Y,http://council.uljin.go.kr,1,군수,http://www.uljin.go.kr/chief/index.uljin,피오
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://ulnew.ulleung.go.kr/tour/,경상북도 울릉군,후박나무,https://www.ulleung.go.kr/ko/page.do?mnu_uid=582&,https://www.ulleung.go.kr/ko/page.do?mnu_uid=665&,남한권,경상북도 울릉군,https://www.ulleung.go.kr/ko/page.do?mnu_uid=551&,4794000000,"1. 화산암으로 형성된 5각형의 섬으로 지형이 험준하고 나리분지 외는 평지가 없음
2. 자연경관이 매우 아름다운 신비의 섬
3. 삼무(도둑, 공해, 뱀) 오다(향나무, 바람, 미인, 물, 돌)의 섬",https://www.ulleung.go.kr/ko/page.do?mnu_uid=557&,Ulleung-gun,울릉군청,https://www.ulleung.go.kr/ko/page.do?mnu_uid=580&,흑비둘기,https://www.ulleung.go.kr/ko/page.do?mnu_uid=587&,(40222) 경북 울릉군 울릉읍 도동2길 66,http://www.ulleung.go.kr,72.94,"9,031","울릉군은 동해에서 가장 큰 섬으로서 경북 울진군 죽변리에서 130.3km 최단거리 이며 포항에서217km 떨어진 오각형의 화산섬으로 이루어져 있으며, 전체면적은 72,82㎢이며 동서간 10km, 남북간 9.5km, 해안선은 64.43km이며 특히 독도는 국토의 최동단에 위치하며 을릉도에서 87.4km 떨어져 있으며 면적은 187.453㎡로서 동도와 서도2개의 주요섬과 89개의 부속도서로 이루어져 있다. 인구는 10,393명이고 행정구역은 1개 읍 2개 면(1출장소)10개리로 되어있다.
청동기시대 또는 철기시대에 최초로 사람이 거주하기 시작하여 지증왕 13년 신라장군 이사부에 의한 우산국정벌로 신라에 귀속 되었으며 대한제국 광무4년(1900년)울릉도를 울도군으로 개칭하여 강원도에 편입 하여 남면 과 북면으로 나누였으며 광무10년(1906년)서면을 신설하였고 대한제국 융희 순종원년(1907년)울도군을 울릉군으로 개칭하여 경상남도에 편입. 1914년 경상남도→경상북도로 편입하였으며 1979년 남면이 울릉읍으로 승격하여 현재에 이르고 있으며 2000년 4월7일 울릉군 울릉읍 독도리를 신설 하였다.",동백꽃,https://www.ulleung.go.kr/ko/page.do?mnu_uid=570&,Y,http://www.ulleung.go.kr/council/,1,군수,http://www.ulleung.go.kr/mayor/,"오기동이, 해호랑"
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://tour.gyeongnam.go.kr/index.gyeong,경상남도,느티나무,https://www.gyeongnam.go.kr/index.gyeong?menuCd=DOM_000000137001001000,https://www.gyeongnam.go.kr/index.gyeong?menuCd=DOM_000000142022001005,박완수,경상남도,https://www.gyeongnam.go.kr/index.gyeong?menuCd=DOM_000000138002006000,4800000000,"1. 아름다운 자연환경, 유구한 가야문화의 전통과 충의의 얼을 이어받은 살기 좋은 지역임.
2. 한반도의 동남단에 위치하여 동쪽으로는 부산과 울산, 서쪽으로는 전남과 전북, 북쪽으로는 대구와 경북에 접해 있으며, 남해안시대 프로젝트의 성공적 추진을 통하여 남해안 지역을 동북아 7대 경제권으로 육성, 경남 1인당 GRDP 3만 8천달러 달성을 목표로 하는 역동적인 지역임.
",https://www.gyeongnam.go.kr/budget/finance/fnancPblntf/budgetStdr.do?menuId=390&cpath=,Gyeongsangnam-do,경상남도청,https://www.gyeongnam.go.kr/board/list.gyeong?boardId=BBS_0000229&menuCd=DOM_000000138001002000&contentsSid=7111&cpath= ,백로,https://www.gyeongnam.go.kr/index.gyeong?menuCd=DOM_000000137005001000,(51154) 경남 창원시 의창구 중앙대로 300(사림동),http://www.gyeongnam.go.kr,10540.39,"3,248,703","경상남도는 남한 전체 면적의 약 10.6%를 차지하며 16개 시ㆍ도 가운데 경북ㆍ강원ㆍ전남에 이어 4번째이다. 경남은 또 섬이 많은 도로서 거제와 남해를 비롯한 400여 개의 섬이 전체 면적의 약 8.5%를 차지한다. 경상남도의 동쪽에는 태백산맥의 여맥(餘脈)이 뻗어 있고, 중앙부에는 낙동강이 흐르며, 서쪽에는 비교적 험준한 소백산맥이 호남지방과 경계를 이루고 있다.

경상남도는 지식집약형 기계산업, 로봇산업, 생물산업, 지능형 홈 산업을 주요 전략산업으로 정해 놓고 이에 따라 기존의 기계산업 첨단화와 차세대 성장산업의 연계 육성으로 지역경제의 선순환구조를 구축하고 있으며. 기계메카노(Mecha-know) 벨트(김해-창원-사천), 생명공학바이오벨트(김해-진주-통영·고성·거제) 중심의 산업집적을 추진하고 ‘울산-부산-경남’으로 연결되는 동남권 광역클러스터를 조성하는 것을 목표로 하고 있다.
",장미,https://www.gyeongnam.go.kr/board/list.gyeong?boardId=BBS_0000057&menuCd=DOM_000000135001001000&contentsSid=6951&cpath= ,Y,http://council.gyeongnam.go.kr,1,도지사,https://www.gyeongnam.go.kr/index.gyeong?contentsSid=6519,경남이와 경이
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://culture.changwon.go.kr/index.changwon?contentId=9,경상남도 창원시,소나무,https://www.changwon.go.kr/cwportal/10671/10684/10927.web,https://www.changwon.go.kr/cwportal/biz/11152/11316/11386.web,홍남표,경상남도 창원시,https://www.changwon.go.kr/cwportal/10312/10639/10640.web,4812000000,"1. 경상남도의 행정, 문화, 산업의 중심도시







2. 쾌적한 주거환경과 풍부한 녹지공간을 확보 하고 있는 우리나라 최초의 계획도시







3. 세계굴지의 첨단기계공업도시







4. 대한민국 환경수도







5. 평균 연령 31세의 젊은 도시",https://www.changwon.go.kr/cwportal/10312/10569/14052.web,Changwon City,창원시청,https://www.changwon.go.kr/cwportal/10310/10453/10455.web,괭이갈매기,https://www.changwon.go.kr/cwportal/10671/10708/10710.web,&#40;51435&#41; 경상남도 창원시 의창구 중앙대로 151 &#40;용호동 1&#41;,http://www.changwon.go.kr,748.04,"1,008,228","창원시는 부산광역시와 함께 한반도의 동남단에 위치하고 있으며, 남쪽으로는 마산만과 진해만이 위치하고 있고 북쪽으로는 함안과 밀양, 동쪽으로는 부산과 김해, 서쪽으로는 고성군이 위치하고 있다. 대산면의 넓은 평야와 주거용지, 상업용지, 공업용지, 녹지 등이 골고루 분포하고 있으며, 산과 평야, 하천, 바다가 모두 조화롭게 구성되어진 최적의 지형이다. 특히 창원시청을 중심으로 한 내면은 높이 100m 이내의 나지막한 산이 산재하고 있는 국방상 매우 중요한 전략적인 요새이다. 







창원시는 위도상 35도의 북반구 중위도에 있고 유라시아대륙의 동안에 위치하므로 4계절의 변화가 뚜렷하고 온대기후지역으로 대륙지방보다 비교적 한서의 차가 작고 계절풍의 영향을 많이 받는다. 한반도의 남단에 위치하고 있어 기후가 온화하여 인간이 활동하기에 좋은 기후조건을 갖고 있으며, 1980년 이후 10년간 연평균 쾌청일 수는 116일&#40;일년의 32%&#41; 정도이고, 1990년 이후 10년간은 135일&#40;37%&#41;이다. ‘92~2001년 연평균 기온은 15도, 연평균 강수량은 1,395mm이며 1년 최소 강수량은 ’94년 718mm, 1년 최고 강수량은 ‘91년 2,046mm, 2001년 강수량은 1,033mm이다.















2010년 7월 1일 기존의 창원시와 마산시, 진해시가 통합하여  인구 108만명의 거대 기조자치단체로 재편되었다.  







",벚꽃,https://www.changwon.go.kr/cwportal/10310/10429/10430.web,Y,http://council.changwon.go.kr,1,시장,http://www.changwon.go.kr/mayor/main.do,피우미
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://www.jinju.go.kr/tour.web,경상남도 진주시,대추나무,http://www.jinju.go.kr/00135/01111/01173.web,http://www.jinju.go.kr/00134/00611/05412.web,조규일,경상남도 진주시,http://www.jinju.go.kr/00133/00442/05192.web ,4817000000,"1. 남으로 사천, 북으로 대전으로 연결되어 바다와 육로를 연결하는 교통, 경제, 산업의 남부권 중심도시
2. 역사, 교육, 문화, 예술, 관광의 중심도시
3. 수려한 자연 환경과 도시 발전의 기반을 갖춘 도,농 복합도시",https://www.jinju.go.kr/00133/00443/00501.web,Jinju City,진주시청,http://www.jinju.go.kr/00135/02756/01115.web,백로,http://www.jinju.go.kr/00135/01109/01139.web,"(660-760) 경상남도 진주시 동진로 155
(상대동 284)",http://www.jinju.go.kr,712.86,"340,520","진주시는 동쪽으로 마산시, 함안군과 인접해 있고, 서쪽으로 하동군, 남쪽으로 사천시와 고성군, 북쪽으로 산청군, 의령군과 경계를 이루고 있는 남부지역의 중심도시이며 남으로 사천시, 북으로 거창, 김천으로 연결되어 바다와 육로를 연결하는 교통의 요충지에 위치한다. 면적 713.63㎢. 인구 33만 1720명이며 행정구역은? 1읍, 15면, 21동으로 구성되어 있다.

가야시대에 고령가야의 고도로, 삼국시대에는 백제의 거열성으로, 통일신라시대에는 거열주, 청주, 강주로 개칭되었고, 고려 태조 23년(940년)에 처음으로 진주로 개칭되었으며 성종 2년(983년)에 전국 12목 중의 하나인 진주목이 되었다.조선 고종 33년(1896년)에 전국을 13도로 개편함에 따라 진주는 경상남도에 속해지고 도청소재지가 되어 관찰사가 진주에 상주하였으며, 경남행정의 중심지가 되었다.1925년 4월 1일 경상남도의 도청이 부산으로 이전 되었으며1949년 8월 15일 대한민국 정부의 수립과 함께 지방자치제가 시행되면서 진주부는 진주시로 승격되어 시장(市長)을 두게 되었으며, 1995년 1월 1일 도농복합형태의 시설치등에 관한 법률에 따라 진주시와 진양군을 각각 폐지하고 통합진주시를 설치하여 오늘에 이르고 있다.
",석류,http://www.jinju.go.kr/00130/02730/00136.web,Y,http://www.jinjucl.com,1,시장,http://www.jinju.go.kr/portal/mayor.web,논개
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://www.utour.go.kr/utour.web,경상남도 통영시,동백나무,http://www.tongyeong.go.kr/00001/00122/00123.web,http://www.tongyeong.go.kr/00973/01077/04181.web,천영기,경상남도 통영시,http://www.tongyeong.go.kr/00681/00766/03208.web,4822000000,"1. 250개 유,무인도의 수려한 자연경관과 청정해역을 자랑하는 한려해상국립공원의 중심 도시
2. 세계 4대 해전으로 이름 높은 이충무공의 한산대첩 승전․구국의 현장이며 윤이상,    박경리, 유치환 등 세계적인 예술가를 배출한 역사, 문화, 예술의 고장
3. 사계절 풍부한 고품질의 수산자원이 생산되는 대한민국 수산의 1번지
4. 천혜의 자연환경과 풍부한 관광자원을 보유한 관광도시",https://www.tongyeong.go.kr/00681/00753/05157.web,Tongyeong City,통영시청,http://www.tongyeong.go.kr/00001/00066/00100.web,갈매기,http://www.tongyeong.go.kr/00001/00054/00056.web,(53046)경남 통영시 통영해안로 515(무전동),http://www.tongyeong.go.kr,239.86,"120,327","통영시는 경상남도 서남부에 위치한 도농복합형태의 도시로 고성반도의 중남부와 250개(유인도 44, 무인도 206)의 부속도서로 구성되어 있다. 북쪽의 도산면과 광도면은 고성군과 육접되어 있고, 동쪽은 거제시와 바다로 연접되어 있으며, 서쪽은 남해군과 바다로 마주하고 남쪽은 공해로 이어진다. 면적 238.81㎢. 인구 13만7,658명이고 행정구역은 1개 읍 6개 면 11개 행정동으로 되어 있다.

삼한시대 고자미동국(古資彌凍國) 영토였으나 신라에 합병된 뒤 인근 고성군 지역을 합쳐 고자군이 되었다가 757년(경덕왕 6) 고성군으로 개칭되었다. 고려시대에는 현으로 강등되었고, 1018년(현종 9) 거제현의 속현이 되었으나 충렬왕때 남해현에 병합되었다가 다시 현으로 복귀되었다. 임진왜란 때는 당항포와 한산도에서 대승을 거둔 이순신이 1593년(선조 26) 삼도수군통제사가 되면서 통제영을 한산도에 두었고, 그 뒤 영을 두룡포로 옮기고 이를 통영이라 함으로써 시(市) 이름이 유래하게 되었다. 1895년(고종 32) 통제영이 폐지되고 고성군 남부지역이 진남군으로 분리된 뒤 1909년(순종 3)에는 군 이름이 용남군으로 개칭되었다. 1914년 용남군과 거제군을 합쳐 통영군으로 행정구역이 개편되었으나 1953년 거제군이 분리되어 나가고 1955년 통영읍이 충무시로 승격됨에 따라 통영군에는 7면(3개 육지면, 4개 도서면)이 남게 되었다. 그 뒤 1995년 시·군 통합 때 독립해 있던 충무시와 통영군이 합쳐지며 도농복합형태의 통영시로 되었다(7면 20동 1출장소). 이후 산양면이 산양읍으로 승격되고, 동 통합 및 안정출장소가 광도면에 통합됨에 따라 1읍 6면 11동으로 구성되어 오늘에 이르고 있다. 
",동백꽃,http://www.tongyeong.go.kr/00852/00853/00854.web,Y,http://www.tycl.go.kr,1,시장,http://www.tongyeong.go.kr/mayor.web,통멸이
